floor,area_unit,total_floors,area,price,offer_type,address,commercial_type,longitude,build_year,latitude,distance,traffic,already_taken,competitors
,SQUARE_METER,,280.0,472500.0,RENT,"Россия, Москва, 1-й Басманный переулок, 5/20с1",OFFICE,37.66316604614258,1927.0,55.77206802368164,3.6088604020859836,542,0,3
,SQUARE_METER,5.0,316.0,340100.0,RENT,"Россия, Москва, 1-й Басманный переулок, 5/20с1",OFFICE,37.66316604614258,1927.0,55.77206802368164,3.6088604020859836,542,0,2
,SQUARE_METER,6.0,160.0,250000.0,RENT,"Россия, Москва, 1-й Басманный переулок, 5/20с1",FREE_PURPOSE,37.66316604614258,1927.0,55.77206802368164,3.6088604020859836,542,0,1
1.0,SQUARE_METER,6.0,150.0,100000.0,RENT,"Россия, Москва, 1-й Басманный переулок, 5/20с1",FREE_PURPOSE,37.66316604614258,1927.0,55.77206802368164,3.6088604020859836,542,0,1
1.0,SQUARE_METER,,370.9,2700000.0,RENT,"Россия, Москва, 1-й Ботанический проезд, 5",RETAIL,37.63418960571289,2004.0,55.85163497924805,11.194814307494648,468,0,1
1.0,SQUARE_METER,,182.16,1366200.0,RENT,"Россия, Москва, 1-й Ботанический проезд, 5",RETAIL,37.63418960571289,2004.0,55.85163497924805,11.194814307494648,468,0,2
1.0,SQUARE_METER,,188.76,1415700.0,RENT,"Россия, Москва, 1-й Ботанический проезд, 5",RETAIL,37.63418960571289,2004.0,55.85163497924805,11.194814307494648,468,0,3
3.0,SQUARE_METER,6.0,500.0,104166.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 1А",FREE_PURPOSE,37.62617492675781,,55.64796447753906,11.532388870274428,272,0,0
3.0,SQUARE_METER,3.0,120.0,125040.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 1А",OFFICE,37.62617492675781,,55.64796447753906,11.532388870274428,272,0,1
1.0,SQUARE_METER,1.0,800.0,233333.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 1А",WAREHOUSE,37.62617492675781,,55.64796447753906,11.532388870274428,272,0,1
3.0,SQUARE_METER,3.0,52.0,52000.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 1А",OFFICE,37.62617492675781,,55.64796447753906,11.532388870274428,272,1,0
2.0,SQUARE_METER,7.0,1500.0,312500.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 1А",FREE_PURPOSE,37.62617492675781,,55.64796447753906,11.532388870274428,272,1,3
3.0,SQUARE_METER,3.0,68.0,73667.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 1А",OFFICE,37.62617492675781,,55.64796447753906,11.532388870274428,272,0,1
2.0,SQUARE_METER,2.0,117.0,119925.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 1А",OFFICE,37.62617492675781,,55.64796447753906,11.532388870274428,272,0,3
2.0,SQUARE_METER,2.0,34.0,30000.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 1Ас9",OFFICE,37.62771224975586,,55.64822769165039,11.507414619588378,187,0,2
,SQUARE_METER,,400.0,253000.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 1Ас9",WAREHOUSE,37.62771224975586,,55.64822769165039,11.507414619588378,187,0,3
6.0,SQUARE_METER,7.0,43.0,58500.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с12",OFFICE,37.6251220703125,2009.0,55.64618682861328,11.727712736547437,483,1,2
1.0,SQUARE_METER,2.0,500.0,333333.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с26",FREE_PURPOSE,37.62528610229492,2001.0,55.6473503112793,11.598609857550034,306,0,1
3.0,SQUARE_METER,3.0,84.0,114000.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с6",OFFICE,37.62762451171875,2003.0,55.64675521850586,11.670897463379884,179,0,3
3.0,SQUARE_METER,4.0,732.0,1037000.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с6",OFFICE,37.62762451171875,2003.0,55.64675521850586,11.670897463379884,179,0,2
3.0,SQUARE_METER,4.0,700.0,845833.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с6",OFFICE,37.62762451171875,2003.0,55.64675521850586,11.670897463379884,179,1,3
2.0,SQUARE_METER,3.0,54.0,73500.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с6",OFFICE,37.62762451171875,2003.0,55.64675521850586,11.670897463379884,179,0,2
2.0,SQUARE_METER,3.0,43.0,58500.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с6",OFFICE,37.62762451171875,2003.0,55.64675521850586,11.670897463379884,179,0,2
2.0,SQUARE_METER,3.0,84.0,114000.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с6",OFFICE,37.62762451171875,2003.0,55.64675521850586,11.670897463379884,179,0,3
3.0,SQUARE_METER,3.0,143.0,194000.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с6",OFFICE,37.62762451171875,2003.0,55.64675521850586,11.670897463379884,179,0,3
2.0,SQUARE_METER,3.0,49.0,66500.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с6",OFFICE,37.62762451171875,2003.0,55.64675521850586,11.670897463379884,179,0,0
3.0,SQUARE_METER,5.0,138.0,184000.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с8",OFFICE,37.62615966796875,1939.0,55.64668655395508,11.674515220453731,90,1,3
1.0,SQUARE_METER,5.0,138.0,187500.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с8",OFFICE,37.62615966796875,1939.0,55.64668655395508,11.674515220453731,90,0,2
2.0,SQUARE_METER,5.0,94.0,127500.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с8",OFFICE,37.62615966796875,1939.0,55.64668655395508,11.674515220453731,90,0,2
5.0,SQUARE_METER,5.0,95.0,129000.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с8",OFFICE,37.62615966796875,1939.0,55.64668655395508,11.674515220453731,90,0,2
1.0,SQUARE_METER,5.0,94.0,127500.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 2с8",OFFICE,37.62615966796875,1939.0,55.64668655395508,11.674515220453731,90,0,3
,SQUARE_METER,,576.0,259000.0,RENT,"Россия, Москва, 1-й Варшавский проезд, 6",WAREHOUSE,37.63059997558594,1976.0,55.64705276489258,11.648236449075599,459,0,3
4.0,SQUARE_METER,5.0,1233.0,976125.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с6",OFFICE,37.78755187988281,1966.0,55.72545623779297,10.988826418022995,275,1,0
1.0,SQUARE_METER,5.0,19.89,19900.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с6",OFFICE,37.78755187988281,1966.0,55.72545623779297,10.988826418022995,275,0,2
1.0,SQUARE_METER,5.0,172.8,147317.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с6",OFFICE,37.78755187988281,1966.0,55.72545623779297,10.988826418022995,275,1,3
1.0,SQUARE_METER,5.0,25.2,25200.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с6",OFFICE,37.78755187988281,1966.0,55.72545623779297,10.988826418022995,275,1,3
1.0,SQUARE_METER,5.0,152.9,127417.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с6",OFFICE,37.78755187988281,1966.0,55.72545623779297,10.988826418022995,275,1,0
1.0,SQUARE_METER,5.0,538.4,471100.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с6",OFFICE,37.78755187988281,1966.0,55.72545623779297,10.988826418022995,275,1,3
,SQUARE_METER,,538.0,470750.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",FREE_PURPOSE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,3
3.0,SQUARE_METER,6.0,37.2,33170.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,1,3
,SQUARE_METER,,188.0,167633.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,1
,SQUARE_METER,,550.0,490416.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,1,1
,SQUARE_METER,,30.0,25250.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,3
,SQUARE_METER,,544.0,485066.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,2
3.0,SQUARE_METER,5.0,35.7,35700.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,3
1.0,SQUARE_METER,5.0,538.0,484560.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,1,0
,SQUARE_METER,,153.0,127500.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",FREE_PURPOSE,37.785133361816406,,55.72605514526367,10.824659932472048,350,1,0
3.0,SQUARE_METER,,49.0,49000.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,1,2
3.0,SQUARE_METER,,49.0,49000.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,0
,SQUARE_METER,,236.0,210433.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,0
,SQUARE_METER,,1419.0,1182500.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,1,1
4.0,SQUARE_METER,5.0,1060.0,954000.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,0
,SQUARE_METER,,224.0,199733.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,1,0
1.0,SQUARE_METER,6.0,11.4,10450.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,1
1.0,SQUARE_METER,5.0,198.0,178110.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,1,2
,SQUARE_METER,,173.0,158583.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,2
,SQUARE_METER,,1060.0,945166.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,1
,SQUARE_METER,,1233.0,976125.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,3
,SQUARE_METER,,183.0,163175.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,0
3.0,SQUARE_METER,5.0,49.0,49000.0,RENT,"Россия, Москва, 1-й Вешняковский проезд, 1с7",OFFICE,37.785133361816406,,55.72605514526367,10.824659932472048,350,0,1
1.0,SQUARE_METER,3.0,529.0,2000000.0,RENT,"Россия, Москва, 1-й Волконский переулок, 14с2",FREE_PURPOSE,37.617488861083984,1910.0,55.77425765991211,2.5393259757444757,579,0,3
2.0,SQUARE_METER,5.0,150.0,400000.0,RENT,"Россия, Москва, 1-й Волконский переулок, 15",OFFICE,37.61777877807617,1995.0,55.77472686767578,2.5910302656692563,604,0,3
,SQUARE_METER,7.0,260.0,100000.0,RENT,"Россия, Москва, 1-й Волконский переулок, 15",FREE_PURPOSE,37.61777877807617,1995.0,55.77472686767578,2.5910302656692563,604,0,2
,SQUARE_METER,10.0,260.0,90000.0,RENT,"Россия, Москва, 1-й Волконский переулок, 15",OFFICE,37.61777877807617,1995.0,55.77472686767578,2.5910302656692563,604,0,3
,SQUARE_METER,,200.0,500000.0,RENT,"Россия, Москва, 1-й Волконский переулок, 15",OFFICE,37.61777877807617,1995.0,55.77472686767578,2.5910302656692563,604,1,3
2.0,SQUARE_METER,5.0,200.0,500000.0,RENT,"Россия, Москва, 1-й Волконский переулок, 15",OFFICE,37.61777877807617,1995.0,55.77472686767578,2.5910302656692563,604,0,3
,SQUARE_METER,,255.0,90000.0,RENT,"Россия, Москва, 1-й Волконский переулок, 15",WAREHOUSE,37.61777877807617,1995.0,55.77472686767578,2.5910302656692563,604,0,2
,SQUARE_METER,,280.0,1300296.0,RENT,"Россия, Москва, 1-й Волконский переулок, 15",OFFICE,37.61777877807617,1995.0,55.77472686767578,2.5910302656692563,604,0,1
1.0,SQUARE_METER,12.0,371.0,470000.0,RENT,"Россия, Москва, 1-й Волконский переулок, 15",FREE_PURPOSE,37.61777877807617,1995.0,55.77472686767578,2.5910302656692563,604,0,2
,SQUARE_METER,,110.0,201666.0,RENT,"Россия, Москва, 1-й Волконский переулок, 9с1",OFFICE,37.61595916748047,1895.0,55.77481079101562,2.6056629664184543,716,0,2
,SQUARE_METER,,200.0,366666.0,RENT,"Россия, Москва, 1-й Волконский переулок, 9с1",OFFICE,37.61595916748047,1895.0,55.77481079101562,2.6056629664184543,716,0,2
1.0,SQUARE_METER,2.0,340.0,600000.0,RENT,"Россия, Москва, 1-й Волконский переулок, вл10с1",OFFICE,37.6167106628418,,55.774269104003906,2.5426388213376163,599,0,0
2.0,SQUARE_METER,2.0,340.0,600000.0,RENT,"Россия, Москва, 1-й Волконский переулок, вл10с1",FREE_PURPOSE,37.6167106628418,,55.774269104003906,2.5426388213376163,599,0,1
5.0,SQUARE_METER,10.0,626.29,985385.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
,SQUARE_METER,,114.0,201400.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,1
1.0,SQUARE_METER,9.0,295.0,614583.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
,SQUARE_METER,,102.0,254880.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,3
1.0,SQUARE_METER,9.0,330.0,522500.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,1
5.0,SQUARE_METER,10.0,189.9,364133.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,0
1.0,SQUARE_METER,10.0,249.4,440440.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,0
,SQUARE_METER,,610.0,1678104.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,1
,SQUARE_METER,,2139.0,5345352.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,1
1.0,SQUARE_METER,10.0,605.0,830500.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
5.0,SQUARE_METER,10.0,172.0,204250.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
,SQUARE_METER,,195.0,721597.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,2
1.0,SQUARE_METER,,331.0,593042.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,0
3.0,SQUARE_METER,10.0,617.79,1091447.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,2
,SQUARE_METER,,119.0,210233.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
7.0,SQUARE_METER,10.0,2426.8,3867229.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,0
,SQUARE_METER,,120.0,252720.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,1
,SQUARE_METER,,117.0,432958.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,1
4.0,SQUARE_METER,10.0,2357.69,3831263.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,1
1.0,SQUARE_METER,,117.1,187359.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,1
1.0,SQUARE_METER,9.0,166.0,318167.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
,SQUARE_METER,,331.0,6355200.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,3
,SQUARE_METER,,230.0,479473.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,3
,SQUARE_METER,,671.0,1090375.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,0
,SQUARE_METER,,214.0,378108.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,1
,SQUARE_METER,,107.0,189033.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,2
,SQUARE_METER,,2358.0,3831750.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,1
,SQUARE_METER,,625.0,937500.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
,SQUARE_METER,,150.0,694875.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,1
,SQUARE_METER,,143.0,214500.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,2
,SQUARE_METER,,279.0,1064385.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,1
5.0,SQUARE_METER,9.0,143.0,250250.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
,SQUARE_METER,,2427.0,3334680.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,0
1.0,SQUARE_METER,10.0,113.0,199558.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,0
,SQUARE_METER,,1050.0,3891300.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,2
1.0,SQUARE_METER,10.0,294.3,519733.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,2
,SQUARE_METER,,321.0,567100.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
1.0,SQUARE_METER,,295.3,472479.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",RETAIL,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,0
5.0,SQUARE_METER,10.0,670.3,1089237.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,3
,SQUARE_METER,,331.0,440892.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,1
6.0,SQUARE_METER,10.0,2351.5,3821187.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
,SQUARE_METER,,219.0,328500.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,0
,SQUARE_METER,,141.0,211500.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,1
7.0,SQUARE_METER,10.0,138.0,243708.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,2
8.0,SQUARE_METER,10.0,619.1,1093743.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
1.0,SQUARE_METER,,331.0,448836.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
1.0,SQUARE_METER,10.0,76.7,115050.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
1.0,SQUARE_METER,9.0,219.0,310250.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,1
,SQUARE_METER,,626.0,833832.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,0
,SQUARE_METER,,131.0,174492.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
1.0,SQUARE_METER,9.0,127.0,158250.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
7.0,SQUARE_METER,10.0,107.0,189033.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,3
,SQUARE_METER,,128.0,226133.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,1
,SQUARE_METER,,99.0,174900.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,0
,SQUARE_METER,,166.0,293266.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,3
,SQUARE_METER,,563.0,1847109.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,2
,SQUARE_METER,,153.0,546490.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
7.0,SQUARE_METER,10.0,230.1,406510.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,1
,SQUARE_METER,,2138.0,8389512.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,0
,SQUARE_METER,,2127.0,4006027.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,0
5.0,SQUARE_METER,7.0,120.0,249000.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,3
,SQUARE_METER,,1217.0,1774791.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
,SQUARE_METER,,295.0,491666.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
,SQUARE_METER,,569.0,1866794.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
5.0,SQUARE_METER,7.0,49.0,101879.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
,SQUARE_METER,,189.0,307125.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,0
5.0,SQUARE_METER,8.0,336.0,594720.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,1
,SQUARE_METER,,126.0,157500.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",FREE_PURPOSE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,2
5.0,SQUARE_METER,,131.19,209920.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
,SQUARE_METER,,559.0,2132585.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
,SQUARE_METER,,228.0,480168.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
5.0,SQUARE_METER,8.0,559.0,934462.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,2
,SQUARE_METER,,230.0,406333.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,1,1
5.0,SQUARE_METER,,127.7,229859.0,RENT,"Россия, Москва, 1-й Волоколамский проезд, 10",OFFICE,37.49086380004883,2006.0,55.80324172973633,9.883133374667684,341,0,3
